title,clubName,location,date,lateRegTime,buyIn,guarantee,startingStack,blindDuration,clubLogo,durationDays,isFeatured,hasOverlayWarning,createdAt,updatedAt,id,_createTime,_updateTime,clockUrl,customBgColor,isHot,promotionLevel,pinnedDays,hasLivestream,promoInfo
#71 DEEPSTACK TURBO,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-30T12:00:00.000Z,2026-05-30T14:20:00.000Z,5.35M + 650K,-,20K,15',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:38.947Z,2026-05-17T18:06:38.947Z,36nddvqpy,2026-05-17T18:06:38.957598Z,2026-05-17T18:06:38.957598Z,,,,,,,
Evening Storm 8-Max ( 20% ITM ),Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-25T14:30:00.000Z,2026-05-25T16:40:00.000Z,1.5M,10E,50K,30'/10',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:38.860Z,2026-05-24T16:59:38.860Z,36x4fhoeu,2026-05-24T16:59:38.871864Z,2026-05-24T16:59:38.871864Z,,,,,,,
R - RELAX 1M8 (25% ITM) (8-MAX),Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-29T14:30:00.000Z,2026-05-29T16:35:00.000Z,1.8M,10E,40K,20'-15',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T17:00:00.206Z,2026-05-24T17:00:00.206Z,3bjsid39l,2026-05-24T17:00:00.215703Z,2026-05-24T17:00:00.215703Z,,,,,,,
HEAVEN ROUTINE,Heaven Poker Club,"7th Floor, IP3 Building, Imperial Plaza 360 Giai Phong Street, Phuong Liet Ward, Hanoi",2026-05-25T08:30:00.000Z,2026-05-25T12:30:00.000Z,480k,100 (Entries),20K,22'-18',https://i.ibb.co/pj7Mnrxk/9c8aa56e97cd.jpg,1,False,False,2026-05-24T16:59:17.749Z,2026-05-24T16:59:17.749Z,3ch1iryhy,2026-05-24T16:59:17.769104Z,2026-05-24T16:59:17.769104Z,,,,,,,
Superstack 8-Max ( 20% ITM ),Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-29T10:30:00.000Z,2026-05-29T14:25:00.000Z,2.3M,30E,40K,30'/20',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:40.921Z,2026-05-24T16:59:40.921Z,3eq6sreu8,2026-05-24T16:59:40.934434Z,2026-05-24T16:59:40.934434Z,,,,,,,
#78 SUPERSTACK,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-06-01T03:00:00.000Z,2026-06-01T09:00:00.000Z,9.85M + 1.15M,-,40K,30',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:39.674Z,2026-05-17T18:06:39.674Z,3f6gefkox,2026-05-17T18:06:39.685342Z,2026-05-17T18:06:39.685342Z,,,,,,,
SATELLITE FOR 20M CREDIT TICKET,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-09T14:00:00.000Z,2026-06-09T14:00:00.000Z,"2,300,000",1 SEAT,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:04.234Z,2026-05-15T08:26:04.234Z,3ftwwl5mg,2026-05-15T08:26:04.248164Z,2026-05-15T08:26:04.248164Z,,,,,,,
SATELLITE TO RPT MAIN EVENT,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-12T03:00:00.000Z,2026-06-12T03:00:00.000Z,"3,100,000",2 SEATS,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:07.053Z,2026-05-15T08:26:07.053Z,3h6m0gs8n,2026-05-15T08:26:07.062608Z,2026-05-15T08:26:07.062608Z,,,,,,,
RPT MAIN EVENT - DAY 1A (BONUS 80M FOR CHIP LEADER),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-10T04:00:00.000Z,2026-06-10T04:00:00.000Z,"27,500,000",20B,"40,000",40/35,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:04.793Z,2026-05-15T08:26:04.793Z,3i8kzg3mh,2026-05-15T08:26:04.808744Z,2026-05-15T08:26:04.808744Z,,,,,,,
#15 MINI HIGH ROLLER,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-21T11:00:00.000Z,2026-05-21T14:40:00.000Z,20M + 2M,500M,100K,25',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:32.597Z,2026-05-17T18:06:32.597Z,3lsdmxois,2026-05-17T18:06:32.605749Z,2026-05-17T18:06:32.605749Z,,,,,,,
R - SATELLITE FOR MONDAY BARON,Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-25T03:00:00.000Z,2026-05-25T04:35:00.000Z,360K,4 TICKETS,10K,12'-10',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T16:59:56.536Z,2026-05-24T16:59:56.536Z,3ni7pm8y4,2026-05-24T16:59:56.545856Z,2026-05-24T16:59:56.545856Z,,,,,,,
CENTER - P EVENING DEEPSTACK TURBO,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-27T14:00:00.000Z,2026-05-27T16:10:00.000Z,2.3M,10e,40K,20'-15',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:58:58.778Z,2026-05-24T16:58:58.778Z,3snfphb11,2026-05-24T16:58:58.789764Z,2026-05-24T16:58:58.789764Z,,,,,,,
SATELLITE FOR 20M CREDIT TICKET,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-05T14:00:00.000Z,2026-06-05T15:34:00.000Z,"2,300,000",1 SEAT,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:32.580Z,2026-05-15T08:25:32.580Z,3tlcppj5r,2026-05-15T08:25:32.591393Z,2026-05-15T08:25:32.591393Z,,,,,,,
SATELLITE TO RPT MAIN EVENT,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-10T03:00:00.000Z,2026-06-10T03:00:00.000Z,"3,100,000",2 SEATS,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:04.507Z,2026-05-15T08:26:04.507Z,3w88c82s0,2026-05-15T08:26:04.520295Z,2026-05-15T08:26:04.520295Z,,,,,,,
#2 HIGH ROLLER: WARM UP SINGLE DAY,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-19T04:30:00.000Z,2026-05-19T11:00:00.000Z,40M + 4M,1.2B,100K,30',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:31.059Z,2026-05-19T04:30:29.494Z,3xynjbpqb,2026-05-17T18:06:31.080995Z,2026-05-19T04:30:29.528758Z,https://www.facebook.com/GrandLoyal/videos/2005256080345273,,,,,,
RPT MINI HIGH ROLLER,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-09T12:00:00.000Z,2026-06-09T12:00:00.000Z,"16,500,000",300M,"100,000",25/20,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:04.026Z,2026-05-15T08:26:04.026Z,40v1p12kv,2026-05-15T08:26:04.046396Z,2026-05-15T08:26:04.046396Z,,,,,,,
RPT MONSTER STACK,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-14T04:30:00.000Z,2026-06-14T04:30:00.000Z,"8,800,000",800M,"50,000",35/30,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:09.185Z,2026-05-15T08:26:09.185Z,429nyjay9,2026-05-15T08:26:09.196052Z,2026-05-15T08:26:09.196052Z,,,,,,,
MONDAY RISING (PLAY TO FINAL),Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-25T04:30:00.000Z,2026-05-25T11:30:00.000Z,4.5M,80E,50K,35'/30',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:38.558Z,2026-05-24T16:59:38.558Z,42ak5q68g,2026-05-24T16:59:38.567072Z,2026-05-24T16:59:38.567072Z,,,,,,,
#59 HIGH ROLLER CHAMPIONSHIP DAY 2,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-29T05:50:00.000Z,2026-05-29T05:50:00.000Z,-,2.4B,-,40',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:38.141Z,2026-05-17T18:06:38.141Z,44xjodenv,2026-05-17T18:06:38.152295Z,2026-05-17T18:06:38.152295Z,,,,,,,
Trò chơi DEEPSTACK TURBO 2,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-27T13:30:00.000Z,2026-05-27T14:45:00.000Z,1.5M,30M,30K,15',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:18.858Z,2026-05-24T17:00:18.858Z,45w81ppza,2026-05-24T17:00:18.869575Z,2026-05-24T17:00:18.869575Z,,,,,,,
SATELLITE TO RPT LAST CHANCE HIGH ROLLER,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-16T03:30:00.000Z,2026-06-16T03:30:00.000Z,"4,900,000",-,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:10.926Z,2026-05-15T08:26:10.926Z,48iss2t8o,2026-05-15T08:26:10.939389Z,2026-05-15T08:26:10.939389Z,,,,,,,
R - RELAX 1M8 (25% ITM) (8-MAX),Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-31T14:30:00.000Z,2026-05-31T16:35:00.000Z,1.8M,10E,40K,20'-15',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T17:00:01.690Z,2026-05-24T17:00:01.690Z,4bjb1ll3f,2026-05-24T17:00:01.704601Z,2026-05-24T17:00:01.704601Z,,,,,,,
SATURDAY KICKSTARTER,Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-30T04:30:00.000Z,2026-05-30T11:08:00.000Z,2.85M,100E,40K,33'/28',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:41.195Z,2026-05-24T16:59:41.195Z,4bv75mywn,2026-05-24T16:59:41.203610Z,2026-05-24T16:59:41.203610Z,,,,,,,
R - SATELLITE CREDIT 2M5,Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-28T07:00:00.000Z,2026-05-28T08:35:00.000Z,500K,2 TICKETS,10K,12'-10',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T16:59:59.161Z,2026-05-24T16:59:59.161Z,4cgtur1r9,2026-05-24T16:59:59.172653Z,2026-05-24T16:59:59.172653Z,,,,,,,
RPT RELAX EVENT (25% ITM),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-07T14:30:00.000Z,2026-06-07T16:35:00.000Z,"1,800,000",15M,"40,000",20/15,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:35.211Z,2026-05-15T08:25:35.211Z,4e2xqlhxg,2026-05-15T08:25:35.228113Z,2026-05-15T08:25:35.228113Z,,,,,,,
Superstack 8-Max ( 20% ITM ),Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-28T10:30:00.000Z,2026-05-28T14:25:00.000Z,2.3M,30E,40K,30'/20',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:40.456Z,2026-05-24T16:59:40.456Z,4e9qtvufi,2026-05-24T16:59:40.465815Z,2026-05-24T16:59:40.465815Z,,,,,,,
#53 MID WEEK DEEPSTACK,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-27T09:00:00.000Z,2026-05-27T12:40:00.000Z,13.5M + 1.5M,-,25K,20',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:36.886Z,2026-05-17T18:06:36.886Z,4gj0k6g9s,2026-05-17T18:06:36.895719Z,2026-05-17T18:06:36.895719Z,,,,,,,
Superstack 8-Max ( 20% ITM ),Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-27T10:30:00.000Z,2026-05-27T14:25:00.000Z,2.3M,30E,40K,30'/20',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:39.863Z,2026-05-24T16:59:39.863Z,4gmxe4mub,2026-05-24T16:59:39.872189Z,2026-05-24T16:59:39.872189Z,,,,,,,
RPT MINI HIGH ROLLER,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-05T12:00:00.000Z,2026-06-05T16:05:00.000Z,"16,500,000",300M,"100,000",25/20,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:32.374Z,2026-05-15T08:25:32.374Z,4hd9ed1y8,2026-05-15T08:25:32.389887Z,2026-05-15T08:25:32.389887Z,,,,,,,
SATELLITE TO RPT TUESDAY KNIGHT,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-09T03:00:00.000Z,2026-06-09T03:00:00.000Z,"650,000",3 SEATS,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:03.413Z,2026-05-15T08:26:03.413Z,4i3tn3ljp,2026-05-15T08:26:03.433071Z,2026-05-15T08:26:03.433071Z,,,,,,,
RPT RELAX EVENT (25% ITM),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-04T14:30:00.000Z,2026-06-04T16:35:00.000Z,"1,800,000",15M,"40,000",20/15,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:31.351Z,2026-05-15T08:25:31.351Z,4l5h6023v,2026-05-15T08:25:31.367824Z,2026-05-15T08:25:31.367824Z,,,,,,,
R - RELAX 1M8 (25% ITM) (8-MAX),Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-27T14:30:00.000Z,2026-05-27T16:45:00.000Z,1.8M,10E,40K,20'-15',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T16:59:58.696Z,2026-05-24T16:59:58.696Z,4lbob22az,2026-05-24T16:59:58.708783Z,2026-05-24T16:59:58.708783Z,,,,,,,
#1 MADNESS KICK OFF DAY 1D,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-20T09:00:00.000Z,2026-05-20T15:00:00.000Z,9.9M + 1.1M,10B,30K,20',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:31.768Z,2026-05-17T18:06:31.768Z,4njktokkj,2026-05-17T18:06:31.796838Z,2026-05-17T18:06:31.796838Z,,,,,,,
MONDAY RISING (FINAL TABLE) LIVE,Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-26T05:00:00.000Z,2026-05-26T05:00:00.000Z,-,Qualified,-,30',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:39.157Z,2026-05-24T16:59:39.157Z,4o9x670qr,2026-05-24T16:59:39.165762Z,2026-05-24T16:59:39.165762Z,,,,,,,
#16 DOUBLE BOARD SINGLE WINNER,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-21T11:00:00.000Z,2026-05-21T13:20:00.000Z,4M + 500K,-,15K,15',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:32.675Z,2026-05-17T18:06:32.675Z,4x3unw0gc,2026-05-17T18:06:32.683163Z,2026-05-17T18:06:32.683163Z,,,,,,,
#52 HIGH ROLLER MEGASTACK DAY 1,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-27T04:30:00.000Z,2026-05-27T13:00:00.000Z,100M + 8M,-,200K,40',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:36.720Z,2026-05-27T04:32:47.386Z,54g31kdvp,2026-05-17T18:06:36.729419Z,2026-05-27T04:32:47.425832Z,https://www.facebook.com/61550020584729/videos/987244830360887,,,,,,
#38 CHAMPIONSHIP EVENT DAY 1B,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-25T09:00:00.000Z,2026-05-25T15:00:00.000Z,22.35M + 2.65M,-,40K,30',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:35.457Z,2026-05-17T18:06:35.457Z,54wx7anos,2026-05-17T18:06:35.465085Z,2026-05-17T18:06:35.465085Z,,,,,,,
CENTER - P EVENING DEEPSTACK TURBO,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-31T14:00:00.000Z,2026-05-31T16:10:00.000Z,2.3M,10e,40K,20'-15',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:59:01.737Z,2026-05-24T16:59:01.737Z,55gnm6fcg,2026-05-24T16:59:01.748182Z,2026-05-24T16:59:01.748182Z,,,,,,,
R - HAPPY NIGHT 2M3 (25% ITM),Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-27T16:30:00.000Z,2026-05-27T17:40:00.000Z,2.3M,6E,40K,15'-10',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T16:59:58.790Z,2026-05-24T16:59:58.790Z,59v8l9k7o,2026-05-24T16:59:58.799603Z,2026-05-24T16:59:58.799603Z,,,,,,,
CENTER-P MULTIDAY DAY 1C,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-26T09:00:00.000Z,2026-05-26T15:30:00.000Z,2.3M,500e,30K,30'-27',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:58:57.756Z,2026-05-24T16:58:57.756Z,5b4icoodz,2026-05-24T16:58:57.808791Z,2026-05-24T16:58:57.808791Z,,,,,,,
CENTER - P MINI DEEP STACK,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-29T10:00:00.000Z,2026-05-29T14:15:00.000Z,3.3M,30e,40K,25',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:59:00.036Z,2026-05-24T16:59:00.036Z,5cc14snai,2026-05-24T16:59:00.045580Z,2026-05-24T16:59:00.045580Z,,,,,,,
SATELLITE FOR 20M CREDIT TICKET,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-14T14:00:00.000Z,2026-06-14T14:00:00.000Z,"2,300,000",1 SEAT,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:09.695Z,2026-05-15T08:26:09.695Z,5g5w58cis,2026-05-15T08:26:09.714044Z,2026-05-15T08:26:09.714044Z,,,,,,,
#38 CHAMPIONSHIP EVENT DAY 1D,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-26T09:00:00.000Z,2026-05-26T15:00:00.000Z,22.35M + 2.65M,-,40K,30',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:36.234Z,2026-05-17T18:06:36.234Z,5iajmoivg,2026-05-17T18:06:36.243392Z,2026-05-17T18:06:36.243392Z,,,,,,,
RPT MINI DEEPSTACK (25% ITM),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-16T10:00:00.000Z,2026-06-16T10:00:00.000Z,"4,500,000",120M,"40,000",25/20,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:11.301Z,2026-05-15T08:26:11.301Z,5ir18l21d,2026-05-15T08:26:11.320985Z,2026-05-15T08:26:11.320985Z,,,,,,,
CENTER-P MULTIDAY DAY 1E (TURBO),Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-27T09:00:00.000Z,2026-05-27T14:00:00.000Z,2.3M,500e,30K,25',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:58:58.507Z,2026-05-24T16:58:58.507Z,5kfwux6o7,2026-05-24T16:58:58.518048Z,2026-05-24T16:58:58.518048Z,,,,,,,
RPT MINI HIGH ROLLER,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-15T12:00:00.000Z,2026-06-15T12:00:00.000Z,"16,500,000",300M,"100,000",25/20,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:10.527Z,2026-05-15T08:26:10.527Z,5mqsjv39m,2026-05-15T08:26:10.554535Z,2026-05-15T08:26:10.554535Z,,,,,,,
RPT MINI DEEPSTACK (25% ITM),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-15T10:00:00.000Z,2026-06-15T10:00:00.000Z,"4,500,000",120M,"40,000",25/20,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:10.435Z,2026-05-15T08:26:10.435Z,5ncb12oos,2026-05-15T08:26:10.454868Z,2026-05-15T08:26:10.454868Z,,,,,,,
HEAVEN THUNDERBOLT VELOCITY,Heaven Poker Club,"7th Floor, IP3 Building, Imperial Plaza 360 Giai Phong Street, Phuong Liet Ward, Hanoi",2026-05-25T12:00:00.000Z,2026-05-25T15:20:00.000Z,360k,100 (Entries),15K,18'-15',https://i.ibb.co/pj7Mnrxk/9c8aa56e97cd.jpg,1,False,False,2026-05-24T16:59:17.944Z,2026-05-24T16:59:17.944Z,5owsontza,2026-05-24T16:59:17.999142Z,2026-05-24T16:59:17.999142Z,,,,,,,
#65 HIGH ROLLER SINGLE DAY,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-29T04:30:00.000Z,2026-05-29T11:00:00.000Z,50M + 5M,1.8B,100K,30',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:38.063Z,2026-05-29T04:30:42.774Z,5qlm1tgj8,2026-05-17T18:06:38.072147Z,2026-05-29T04:30:42.806385Z,https://www.facebook.com/61550020584729/videos/1341974031212760,,,,,,
#60 ALL SPECIAL,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-28T09:00:00.000Z,2026-05-28T12:20:00.000Z,8.9M + 1M,500M,20K,20',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:37.517Z,2026-05-17T18:06:37.517Z,5skoeyxqu,2026-05-17T18:06:37.527607Z,2026-05-17T18:06:37.527607Z,,,,,,,
SATELLITE TO RPT MAIN EVENT,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-07T13:00:00.000Z,2026-06-07T14:34:00.000Z,"3,100,000",1 SEAT,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:35.039Z,2026-05-15T08:25:35.039Z,5smgas413,2026-05-15T08:25:35.060172Z,2026-05-15T08:25:35.060172Z,,,,,,,
#74 HR SUNDAY SPECIAL MEGA BOOST DAY 2,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-06-01T05:00:00.000Z,2026-06-01T05:00:00.000Z,-,-,-,40',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:39.848Z,2026-05-17T18:06:39.848Z,5v0oz0lwx,2026-05-17T18:06:39.859830Z,2026-05-17T18:06:39.859830Z,,,,,,,
RPT MAIN EVENT - FINAL DAY,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-14T05:00:00.000Z,2026-06-14T05:00:00.000Z,-,20B,-,60,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:09.266Z,2026-05-15T08:26:09.266Z,5vj9bwd20,2026-05-15T08:26:09.281825Z,2026-05-15T08:26:09.281825Z,,,,,,,
